real_model,sample_idx,model,question,answer
claude-haiku-4.5,5,qwen-4-high,Assume you are an art collector and are on the lookout for artwork. What questions would you ask a gallery?,"# Questions I'd Ask a Gallery

## On the Artist & Provenance
- What's the artist's background and exhibition history?
- Do you have documentation of the work's provenance and ownership history?
- Are there certificates of authenticity or appraisals available?
- Is this a limited edition, and if so, what number is this?

## On the Specific Piece
- What's the medium, dimensions, and date of creation?
- What inspired this particular work?
- Has it been exhibited elsewhere, and are there reviews or mentions?
- What condition is it in? Any restoration work done?

## On Market & Investment
- What's the pricing rationale compared to similar works?
- How does this fit into the artist's market trajectory?
- Do you have sales records for comparable pieces?
- What's your return policy or guarantee period?

## On Gallery Operations
- What support do you offer after purchase (insurance guidance, conservation recommendations)?
- How long have you represented this artist?
- Can you provide references from other collectors?
- Are there payment plans or financing options?

## My Personal Considerations
- Does this resonate with my collection's direction?
- Am I buying for passion or investment (or both)?
- What's my realistic budget including framing/insurance?

**The key:** I'd listen carefully to how they answer—their knowledge and transparency matter as much as the artwork itself.

What type of art interests you?"
claude-haiku-4.5,3,claude-opus-5,Assume you are an art collector and are on the lookout for artwork. What questions would you ask a gallery?,"# Questions I'd Ask a Gallery

## About the Artwork Itself
- What's the artist's background and career trajectory?
- What's the provenance and ownership history?
- Are there any certificates of authenticity or documentation?
- What materials and techniques were used?
- What inspired this particular piece or series?

## Practical & Financial
- What's the pricing rationale? (Is there flexibility?)
- Are payment plans or installment options available?
- What condition is the piece in? Any restoration history?
- What are the framing/display requirements and costs?
- Is insurance and shipping included or available?

## Investment & Market
- Has this artist shown appreciation in value historically?
- Is the artist represented by other galleries or institutions?
- What's the market demand like for this artist's work?
- Are there upcoming shows, exhibitions, or milestones?

## Collecting Support
- Do you offer after-sale services (restoration, insurance guidance)?
- Can you provide references from other collectors?
- What's your return or exchange policy?
- Do you have access to the artist for commissions or studio visits?

## Personal Fit
- Can you tell me about other collectors who bought similar work?
- How does this piece fit into current market trends?
- What comparable pieces have sold recently?

**What matters most depends on whether you're collecting for passion, investment, or both.**"
claude-haiku-4.5,0,gpt-6-high,Assume you are an art collector and are on the lookout for artwork. What questions would you ask a gallery?,"# Questions I'd Ask a Gallery

## About the Artist & Authenticity
- What is the artist's background and exhibition history?
- Do you have documentation of provenance and authenticity?
- Are there certificates of authenticity or artist signatures?
- Is the artist represented exclusively by your gallery?

## About the Specific Work
- What is the inspiration or context behind this piece?
- When was it created, and has it been exhibited elsewhere?
- Are there any condition issues I should know about?
- What materials were used, and how durable are they?

## Market & Value
- How is the price determined?
- Has this artist's work appreciated historically?
- What is the artist's current market trajectory?
- Are there comparable sales I can reference?

## Practical Considerations
- What are the return or exchange policies?
- Do you offer installation assistance?
- What conservation/care does this piece require?
- Can you provide a detailed condition report?

## Business Terms
- Do you offer payment plans or financing?
- What documentation do you provide with purchase?
- Do you handle shipping and insurance?
- Are there any upcoming shows featuring this artist?

## Personal Fit
- Do you know other collectors interested in this artist? (gauging demand)
- Would you recommend this piece for my collection goals?

What type of art are you most interested in?"
claude-haiku-4.5,2,gpt-6,Assume you are an art collector and are on the lookout for artwork. What questions would you ask a gallery?,"# Key Questions for a Gallery

## About the Artwork
- **Provenance & authenticity** – Can you provide documentation of ownership history and authentication?
- **Condition** – What's the current state? Has it been restored? Are there any issues?
- **Materials & technique** – What medium was used? Any special considerations for care?
- **Edition details** – If it's a print/sculpture, which number in the edition? Are there artist proofs?

## About the Artist
- **Career trajectory** – Where is this artist in their development? What's their exhibition history?
- **Market position** – Is demand growing or declining? What's the investment potential?
- **Gallery representation** – Do they work exclusively with you or other galleries?

## About the Sale
- **Pricing rationale** – How was the price determined?
- **Return/exchange policy** – What guarantees are offered?
- **Insurance & shipping** – What's included? What are my responsibilities?
- **Provenance documentation** – Will I receive certificates or written history?

## About the Gallery
- **Your expertise** – How long have you represented this artist?
- **References** – Can you connect me with other collectors?
- **Guarantees** – Do you stand behind authenticity claims legally?

## Strategic Questions
- Are similar works available elsewhere currently?
- Do you expect additional works from this artist soon?
- What's your honest assessment of the work's longevity and value?

What type of art are you most interested in?"
claude-haiku-4.5,1,qwen-4,Assume you are an art collector and are on the lookout for artwork. What questions would you ask a gallery?,"# Questions I'd Ask a Gallery

## On the Artist & Authenticity
- What's the artist's background and trajectory? Are they established or emerging?
- Can you provide provenance documentation and a certificate of authenticity?
- Is this an original work, limited edition, or reproduction?
- Has the piece been shown in exhibitions or published?

## On the Work Itself
- What's the story behind this piece? What was the artist's intent?
- What materials and techniques were used?
- When was it created and how does it fit within the artist's body of work?
- What's the condition, and has it required any restoration?

## On the Market & Value
- Why is this price point appropriate for this artist/work?
- How has this artist's market performed over time?
- Are comparable pieces available, and how do they compare?
- What's the resale potential realistically?

## On Logistics
- What are the terms? (Payment plans, return policy, insurance)
- Who handles shipping and framing recommendations?
- What ongoing support do you offer (authentication updates, condition reports)?

## On Your Gallery
- How long have you represented this artist?
- What's your expertise in this medium/period?
- What kind of after-sales service do you provide?

**The best galleries appreciate these questions**—they demonstrate serious collecting interest and allow you to make informed decisions."
claude-haiku-4.5,4,claude-opus-5-high,Assume you are an art collector and are on the lookout for artwork. What questions would you ask a gallery?,"# Questions I'd Ask a Gallery

## About the Artwork
- What's the artist's background and exhibition history?
- Can you walk me through the technique and materials used?
- What's the provenance—who owned it before?
- Are there any certificates of authenticity or documentation?
- What was the artist's intent or inspiration?

## About Condition & Care
- What's the current condition? Any restoration work done?
- What are the specific care requirements?
- Does it come with conservation recommendations?
- Are there any known issues or damage history?

## About the Market
- How is this artist's work valued currently?
- Has the price appreciated or depreciated recently?
- What's your pricing rationale compared to comparable works?
- Is there room for negotiation?

## About the Piece Specifically
- Why are you selling this particular work?
- How long has it been in inventory?
- Are there similar pieces by this artist available elsewhere?
- Can I see it in different lighting conditions?

## About My Interests
- Would you recommend other artists or pieces matching my aesthetic?
- What emerging artists are you watching?
- Can you alert me if similar work becomes available?

The goal is understanding both the art's intrinsic value and whether it genuinely resonates with me—not just its investment potential.

What type of art draws you?"
claude-haiku-4.5,4,qwen-4,"Change the sentences from active voice to passive voice.
She will write the report.","# Active to Passive Voice

**Active:** She will write the report.

**Passive:** The report will be written by her.

---

**Explanation:** 
- The object ""the report"" becomes the subject
- The verb changes to ""will be written"" (auxiliary verb ""will be"" + past participle ""written"")
- The original subject ""she"" becomes the agent in a prepositional phrase ""by her"""
claude-haiku-4.5,0,claude-opus-5,"Change the sentences from active voice to passive voice.
She will write the report.","# Active to Passive Voice

**Active:** She will write the report.

**Passive:** The report will be written by her."
claude-haiku-4.5,5,qwen-4-high,"Change the sentences from active voice to passive voice.
She will write the report.","# Active to Passive Voice

**Original (Active):** She will write the report.

**Passive:** The report will be written by her.

---

**Explanation:** 
- In the active voice, ""she"" (subject) performs the action ""will write""
- In the passive voice, ""the report"" (object) becomes the subject and receives the action
- The verb changes from ""will write"" to ""will be written""
- The original subject becomes the agent of the action, placed after ""by"""
claude-haiku-4.5,1,claude-opus-5-high,"Change the sentences from active voice to passive voice.
She will write the report.","# Active to Passive Voice

**Active:** She will write the report.

**Passive:** The report will be written by her.

---

**Explanation:** 
- The object of the active sentence (""the report"") becomes the subject of the passive sentence
- The auxiliary verb ""will"" + ""be"" + past participle (""written"") forms the passive voice
- The original subject (""she"") becomes the agent phrase (""by her"")"
claude-haiku-4.5,2,gpt-6,"Change the sentences from active voice to passive voice.
She will write the report.","# Active to Passive Voice

**Active:** She will write the report.

**Passive:** The report will be written by her.

---

**Explanation:** 
- The object of the active sentence (the report) becomes the subject of the passive sentence
- The verb changes from ""will write"" to ""will be written""
- The subject (she) moves to a prepositional phrase at the end"
claude-haiku-4.5,3,gpt-6-high,"Change the sentences from active voice to passive voice.
She will write the report.","# Active to Passive Voice

**Active:** She will write the report.

**Passive:** The report will be written by her.

---

**Explanation:** In the passive voice, the object of the active sentence (the report) becomes the subject, and the subject (she) becomes the object of the preposition ""by."""
claude-haiku-4.5,1,qwen-4,"Create a dynamic query to filter a large table of user data
Table : user_data in MongoDB
Columns : _id, username, gender
Filter: Male","# Dynamic Query to Filter User Data in MongoDB

Here are several approaches depending on your use case:

## 1. **Basic Query (Simple)**
```javascript
db.user_data.find({ gender: ""Male"" })
```

## 2. **Dynamic Query with Parameters (Recommended)**
```javascript
// Function to create dynamic filters
function filterUsers(filterCriteria) {
  return db.user_data.find(filterCriteria);
}

// Usage
filterUsers({ gender: ""Male"" })
```

## 3. **Advanced Dynamic Query Builder**
```javascript
class UserDataFilter {
  constructor() {
    this.query = {};
  }

  byGender(gender) {
    if (gender) {
      this.query.gender = gender;
    }
    return this;
  }

  byUsername(username) {
    if (username) {
      this.query.username = { $regex: username, $options: ""i"" };
    }
    return this;
  }

  execute() {
    return db.user_data.find(this.query);
  }
}

// Usage
const filter = new UserDataFilter()
  .byGender(""Male"")
  .byUsername(""john"")
  .execute();
```

## 4. **With Mongoose (Node.js)**
```javascript
const mongoose = require('mongoose');

// Schema
const userSchema = new mongoose.Schema({
  username: String,
  gender: String
});

const User = mongoose.model('user_data', userSchema);

// Simple query
async function getUsers(filterCriteria) {
  try {
    const users = await User.find(filterCriteria);
    return users;
  } catch (error) {
    console.error('Error fetching users:', error);
  }
}

// Usage
getUsers({ gender: ""Male"" });
```

## 5. **With Pagination and Sorting**
```javascript
async function getUsersWithOptions(filter, page = 1, limit = 10, sortBy = 'username') {
  const skip = (page - 1) * limit;
  
  return await db.collection('user_data')
    .find(filter)
    .sort({ [sortBy]: 1 })
    .skip(skip)
    .limit(limit)
    .toArray();
}

// Usage
getUsersWithOptions({ gender: ""Male"" }, 1, 10, 'username');
```

## 6. **With Projections (Select Specific Fields)**
```javascript
// Return only username and gender, exclude _id
db.user_data.find(
  { gender: ""Male"" },
  { projection: { username: 1, gender: 1, _id: 0 } }
);
```

## 7. **With Aggregation Pipeline (Complex Queries)**
```javascript
db.user_data.aggregate([
  { $match: { gender: ""Male"" } },
  { $project: { username: 1, gender: 1 } },
  { $sort: { username: 1 } },
  { $limit: 100 }
]);
```

## 8. **Complete Express.js Example**
```javascript
const express = require('express');
const app = express();

app.get('/users', async (req, res) => {
  try {
    const { gender, username, page = 1, limit = 10 } = req.query;
    
    // Build dynamic filter
    const filter = {};
    if (gender) filter.gender = gender;
    if (username) filter.username = { $regex: username, $options: ""i"" };
    
    // Execute query
    const skip = (page - 1) * limit;
    const users = await User.find(filter)
      .skip(skip)
      .limit(parseInt(limit))
      .lean();
    
    const total = await User.countDocuments(filter);
    
    res.json({
      success: true,
      total,
      page,
      limit,
      data: users
    });
  } catch (error) {
    res.status(500).json({ success: false, error: error.message });
  }
});

app.listen(3000);
```

## Performance Tips:
- ✅ **Create indexes** on frequently filtered fields:
  ```javascript
  db.user_data.createIndex({ gender: 1 })
  db.user_data.createIndex({ username: 1 })
  ```
- ✅ Use **projections** to fetch only needed fields
- ✅ Implement **pagination** for large datasets
- ✅ Use **aggregation pipeline** for complex filtering

Choose the approach based on your tech stack and requirements!"
claude-haiku-4.5,3,gpt-6-high,"Create a dynamic query to filter a large table of user data
Table : user_data in MongoDB
Columns : _id, username, gender
Filter: Male","# Dynamic Query to Filter User Data in MongoDB

## Basic Query

```javascript
// Simple filter for Male users
db.user_data.find({ gender: ""Male"" })
```

## Dynamic Query with Parameters

```javascript
// Function to build dynamic queries
function filterUserData(filterCriteria) {
  return db.user_data.find(filterCriteria);
}

// Usage
filterUserData({ gender: ""Male"" });
```

## Advanced Dynamic Query Builder

```javascript
// More flexible approach
function buildDynamicQuery(filters) {
  const query = {};
  
  // Build query dynamically based on provided filters
  if (filters.gender) {
    query.gender = filters.gender;
  }
  if (filters.username) {
    query.username = { $regex: filters.username, $options: ""i"" }; // Case-insensitive
  }
  if (filters.userId) {
    query._id = ObjectId(filters.userId);
  }
  
  return db.user_data.find(query);
}

// Usage examples
buildDynamicQuery({ gender: ""Male"" });
buildDynamicQuery({ gender: ""Male"", username: ""john"" });
buildDynamicQuery({ gender: ""Female"", userId: ""507f1f77bcf86cd799439011"" });
```

## With Projection and Pagination

```javascript
function filterUserDataAdvanced(filters, options = {}) {
  const query = {};
  
  // Build filter query
  if (filters.gender) {
    query.gender = filters.gender;
  }
  if (filters.username) {
    query.username = { $regex: filters.username, $options: ""i"" };
  }
  
  // Options: projection, limit, skip, sort
  let cursor = db.user_data.find(query);
  
  // Projection (select specific fields)
  if (options.projection) {
    cursor = cursor.project(options.projection);
  }
  
  // Sorting
  if (options.sort) {
    cursor = cursor.sort(options.sort);
  }
  
  // Pagination
  if (options.skip) {
    cursor = cursor.skip(options.skip);
  }
  if (options.limit) {
    cursor = cursor.limit(options.limit);
  }
  
  return cursor.toArray();
}

// Usage
filterUserDataAdvanced(
  { gender: ""Male"" },
  {
    projection: { username: 1, gender: 1, _id: 1 },
    sort: { username: 1 },
    skip: 0,
    limit: 10
  }
);
```

## Mongoose (Node.js) Implementation

```javascript
const mongoose = require('mongoose');

// Define schema
const userSchema = new mongoose.Schema({
  username: String,
  gender: String
});

const UserData = mongoose.model('user_data', userSchema);

// Dynamic filter function
async function filterUsers(filters, options = {}) {
  try {
    const query = UserData.find();
    
    // Apply filters
    if (filters.gender) {
      query.where('gender').equals(filters.gender);
    }
    if (filters.username) {
      query.where('username').regex(new RegExp(filters.username, 'i'));
    }
    
    // Apply options
    if (options.projection) {
      query.select(options.projection);
    }
    if (options.sort) {
      query.sort(options.sort);
    }
    if (options.limit) {
      query.limit(options.limit);
    }
    if (options.skip) {
      query.skip(options.skip);
    }
    
    return await query.exec();
  } catch (error) {
    console.error('Error filtering users:', error);
  }
}

// Usage
filterUsers({ gender: ""Male"" }, { limit: 10, skip: 0 });
```

## Express.js API Endpoint

```javascript
const express = require('express');
const router = express.Router();

router.get('/users', async (req, res) => {
  try {
    const { gender, username, limit = 10, skip = 0 } = req.query;
    
    const filters = {};
    if (gender) filters.gender = gender;
    if (username) filters.username = { $regex: username, $options: 'i' };
    
    const users = await UserData.find(filters)
      .limit(parseInt(limit))
      .skip(parseInt(skip))
      .sort({ username: 1 });
    
    const total = await UserData.countDocuments(filters);
    
    res.json({
      total,
      count: users.length,
      data: users
    });
  } catch (error) {
    res.status(500).json({ error: error.message });
  }
});

module.exports = router;
```

## Query Examples

```javascript
// Simple filter
db.user_data.find({ gender: ""Male"" })

// With count
db.user_data.countDocuments({ gender: ""Male"" })

// Case-insensitive search
db.user_data.find({ gender: { $regex: ""^male$"", $options: ""i"" } })

// Multiple conditions (AND)
db.user_data.find({ gender: ""Male"", username: ""john"" })

// Multiple conditions (OR)
db.user_data.find({ $or: [{ gender: ""Male"" }, { username: ""john"" }] })

// With aggregation pipeline
db.user_data.aggregate([
  { $match: { gender: ""Male"" } },
  { $limit: 10 }
])
```

Choose the approach based on your:
- **Database Driver** (Native MongoDB, Mongoose, etc.)
- **Framework** (Node.js, Express, etc.)
- **Complexity** (Simple filters vs. advanced querying)"
claude-haiku-4.5,2,claude-opus-5-high,"Create a dynamic query to filter a large table of user data
Table : user_data in MongoDB
Columns : _id, username, gender
Filter: Male","# Dynamic Query to Filter User Data in MongoDB

## Basic Query

```javascript
// Simple filter for Male users
db.user_data.find({ gender: ""Male"" })
```

## Dynamic Query Function

```javascript
/**
 * Dynamic query function to filter user data
 * @param {string} filterField - Field to filter by
 * @param {any} filterValue - Value to match
 * @returns {array} - Matching documents
 */
function filterUserData(filterField, filterValue) {
  const filter = {};
  filter[filterField] = filterValue;
  
  return db.user_data.find(filter).toArray();
}

// Usage
filterUserData(""gender"", ""Male"")
```

## Advanced Dynamic Query with Options

```javascript
/**
 * Advanced dynamic query with pagination and sorting
 */
function queryUserData(options = {}) {
  const {
    filterField = ""gender"",
    filterValue = ""Male"",
    sortBy = ""_id"",
    sortOrder = 1,
    limit = 10,
    skip = 0,
    projection = { username: 1, gender: 1 }
  } = options;

  const filter = {};
  filter[filterField] = filterValue;

  return db.user_data
    .find(filter, { projection })
    .sort({ [sortBy]: sortOrder })
    .skip(skip)
    .limit(limit)
    .toArray();
}

// Usage
queryUserData({
  filterField: ""gender"",
  filterValue: ""Male"",
  limit: 20,
  skip: 0,
  sortBy: ""username""
})
```

## Using Mongoose (Node.js)

```javascript
const mongoose = require('mongoose');

// Define schema
const userSchema = new mongoose.Schema({
  username: String,
  gender: String
});

const User = mongoose.model('user_data', userSchema);

// Simple filter
async function getMaleUsers() {
  return await User.find({ gender: ""Male"" });
}

// Dynamic filter function
async function filterUsers(filterField, filterValue) {
  const filter = {};
  filter[filterField] = filterValue;
  
  return await User.find(filter);
}

// Advanced with options
async function queryUsers(options = {}) {
  const {
    filterField = ""gender"",
    filterValue = ""Male"",
    sortBy = ""_id"",
    limit = 10,
    skip = 0,
    select = ""username gender""
  } = options;

  const filter = {};
  filter[filterField] = filterValue;

  return await User
    .find(filter)
    .select(select)
    .sort({ [sortBy]: 1 })
    .skip(skip)
    .limit(limit)
    .exec();
}

// Usage
await filterUsers(""gender"", ""Male"");
await queryUsers({ filterField: ""gender"", filterValue: ""Male"", limit: 20 });
```

## Multiple Dynamic Filters

```javascript
/**
 * Query with multiple dynamic filters
 */
async function multiFilterUsers(filters = {}) {
  const defaultFilters = {
    gender: ""Male""
  };

  const combinedFilters = { ...defaultFilters, ...filters };

  return await User.find(combinedFilters);
}

// Usage
await multiFilterUsers({ gender: ""Male"", username: ""john_doe"" });
```

## Query with Aggregation Pipeline

```javascript
/**
 * Dynamic query using aggregation for complex filtering
 */
async function aggregateUserData(filterField, filterValue) {
  const matchStage = {};
  matchStage[filterField] = filterValue;

  return await User.aggregate([
    { $match: matchStage },
    { $project: { username: 1, gender: 1, _id: 1 } },
    { $limit: 100 }
  ]);
}

// Usage
await aggregateUserData(""gender"", ""Male"");
```

## Performance Tips

```javascript
// 1. Add index for frequently filtered fields
db.user_data.createIndex({ gender: 1 });

// 2. Use explain to analyze query performance
db.user_data.find({ gender: ""Male"" }).explain(""executionStats"");

// 3. Use batch processing for large datasets
async function processMaleUsersInBatches(batchSize = 1000) {
  const cursor = User.find({ gender: ""Male"" }).cursor();
  
  let batch = [];
  for (let doc = await cursor.next(); doc != null; doc = await cursor.next()) {
    batch.push(doc);
    
    if (batch.length === batchSize) {
      // Process batch
      console.log(`Processing ${batch.length} records`);
      batch = [];
    }
  }
}
```

Choose the approach that best fits your use case!"
claude-haiku-4.5,4,claude-opus-5,"Create a dynamic query to filter a large table of user data
Table : user_data in MongoDB
Columns : _id, username, gender
Filter: Male","# Dynamic Query to Filter User Data in MongoDB

## Method 1: Basic Find Query (Simple)

```javascript
const mongoose = require('mongoose');

// Basic filter
const maleUsers = await db.collection('user_data').find({ gender: 'Male' }).toArray();
console.log(maleUsers);
```

## Method 2: Dynamic Query Builder (Recommended)

```javascript
async function filterUserData(filterCriteria) {
  const query = {};
  
  // Build dynamic query
  if (filterCriteria.gender) {
    query.gender = filterCriteria.gender;
  }
  if (filterCriteria.username) {
    query.username = { $regex: filterCriteria.username, $options: 'i' }; // Case-insensitive
  }
  
  const results = await db.collection('user_data').find(query).toArray();
  return results;
}

// Usage
const maleUsers = await filterUserData({ gender: 'Male' });
```

## Method 3: Mongoose Schema Approach

```javascript
const userSchema = new mongoose.Schema({
  username: String,
  gender: String
});

const User = mongoose.model('user_data', userSchema);

// Simple filter
const maleUsers = await User.find({ gender: 'Male' });

// Or with more options
const maleUsers = await User.find({ gender: 'Male' })
  .select('username gender')
  .limit(100)
  .sort({ username: 1 });
```

## Method 4: Advanced Dynamic Query with Pagination & Sorting

```javascript
async function dynamicUserFilter(filters, options = {}) {
  const {
    page = 1,
    limit = 10,
    sortBy = '_id',
    sortOrder = 1
  } = options;

  const query = {};

  // Dynamic filters
  Object.keys(filters).forEach(key => {
    if (filters[key]) {
      if (key === 'username') {
        query[key] = { $regex: filters[key], $options: 'i' };
      } else {
        query[key] = filters[key];
      }
    }
  });

  const skip = (page - 1) * limit;

  const results = await db.collection('user_data')
    .find(query)
    .sort({ [sortBy]: sortOrder })
    .skip(skip)
    .limit(limit)
    .toArray();

  const total = await db.collection('user_data').countDocuments(query);

  return {
    data: results,
    total,
    page,
    pages: Math.ceil(total / limit)
  };
}

// Usage
const result = await dynamicUserFilter(
  { gender: 'Male' },
  { page: 1, limit: 20, sortBy: 'username' }
);
```

## Method 5: Express.js Endpoint with Query Parameters

```javascript
app.get('/users', async (req, res) => {
  try {
    const { gender, username, page = 1, limit = 10 } = req.query;

    const query = {};
    if (gender) query.gender = gender;
    if (username) query.username = { $regex: username, $options: 'i' };

    const skip = (page - 1) * limit;

    const users = await db.collection('user_data')
      .find(query)
      .skip(skip)
      .limit(parseInt(limit))
      .toArray();

    const total = await db.collection('user_data').countDocuments(query);

    res.json({
      success: true,
      data: users,
      pagination: {
        page: parseInt(page),
        limit: parseInt(limit),
        total,
        pages: Math.ceil(total / limit)
      }
    });
  } catch (error) {
    res.status(500).json({ success: false, error: error.message });
  }
});

// Usage: GET /users?gender=Male&page=1&limit=20
```

## Method 6: Using Aggregation Pipeline (for complex queries)

```javascript
async function filterWithAggregation(filterCriteria) {
  const pipeline = [
    {
      $match: filterCriteria // { gender: 'Male' }
    },
    {
      $group: {
        _id: '$gender',
        count: { $sum: 1 },
        users: { $push: '$$ROOT' }
      }
    }
  ];

  const results = await db.collection('user_data').aggregate(pipeline).toArray();
  return results;
}

// Usage
const results = await filterWithAggregation({ gender: 'Male' });
```

## Performance Tips

```javascript
// 1. Create index on frequently filtered columns
db.collection('user_data').createIndex({ gender: 1 });
db.collection('user_data').createIndex({ username: 1 });

// 2. Use projection to limit fields
const maleUsers = await User.find({ gender: 'Male' })
  .select('username gender')
  .lean(); // For faster performance

// 3. Batch processing for large datasets
const batch = await User.find({ gender: 'Male' })
  .batchSize(1000)
  .cursor();
```

Choose the method based on your needs:
- **Method 1**: Simple, quick filtering
- **Method 2**: Reusable, flexible filtering
- **Method 3**: When using Mongoose ODM
- **Method 4**: With pagination & sorting
- **Method 5**: REST API integration
- **Method 6**: Complex analytics queries"
claude-haiku-4.5,5,qwen-4-high,"Create a dynamic query to filter a large table of user data
Table : user_data in MongoDB
Columns : _id, username, gender
Filter: Male","# Dynamic MongoDB Query for User Data

Here are several approaches to filter user data dynamically:

## 1. **Basic MongoDB Query (Node.js)**

```javascript
const mongoose = require('mongoose');

// Simple filter
const maleUsers = await db.collection('user_data').find({ gender: 'Male' }).toArray();
console.log(maleUsers);
```

## 2. **Dynamic Query Builder (Recommended)**

```javascript
async function filterUsers(filterCriteria) {
  const query = {};
  
  // Build dynamic query
  if (filterCriteria.gender) {
    query.gender = filterCriteria.gender;
  }
  if (filterCriteria.username) {
    query.username = { $regex: filterCriteria.username, $options: 'i' };
  }
  
  const result = await db.collection('user_data').find(query).toArray();
  return result;
}

// Usage
const maleUsers = await filterUsers({ gender: 'Male' });
```

## 3. **Advanced with Pagination & Sorting**

```javascript
async function filterUsersPaginated(filterCriteria, page = 1, limit = 10) {
  const query = {};
  
  // Build query dynamically
  Object.keys(filterCriteria).forEach(key => {
    if (filterCriteria[key]) {
      if (key === 'username') {
        query[key] = { $regex: filterCriteria[key], $options: 'i' };
      } else {
        query[key] = filterCriteria[key];
      }
    }
  });
  
  const skip = (page - 1) * limit;
  
  const result = await db.collection('user_data')
    .find(query)
    .skip(skip)
    .limit(limit)
    .toArray();
  
  const total = await db.collection('user_data').countDocuments(query);
  
  return {
    data: result,
    total,
    pages: Math.ceil(total / limit)
  };
}

// Usage
const maleUsers = await filterUsersPaginated({ gender: 'Male' }, 1, 20);
```

## 4. **Using Mongoose Schema**

```javascript
const userSchema = new mongoose.Schema({
  username: String,
  gender: String
});

const User = mongoose.model('user_data', userSchema);

async function filterUsers(filterCriteria) {
  return await User.find(filterCriteria);
}

// Usage
const maleUsers = await filterUsers({ gender: 'Male' });
```

## 5. **Complex Dynamic Filtering**

```javascript
async function buildDynamicQuery(filters) {
  const query = {};
  
  const filterMap = {
    gender: (value) => ({ gender: value }),
    username: (value) => ({ username: { $regex: value, $options: 'i' } }),
    ageRange: (value) => ({ age: { $gte: value.min, $lte: value.max } })
  };
  
  Object.keys(filters).forEach(key => {
    if (filters[key] && filterMap[key]) {
      Object.assign(query, filterMap[key](filters[key]));
    }
  });
  
  return query;
}

// Usage
const query = await buildDynamicQuery({ gender: 'Male' });
const results = await db.collection('user_data').find(query).toArray();
```

## 6. **With Aggregation Pipeline**

```javascript
async function filterWithAggregation(filterCriteria) {
  const pipeline = [
    {
      $match: filterCriteria
    },
    {
      $project: {
        username: 1,
        gender: 1
      }
    }
  ];
  
  return await db.collection('user_data').aggregate(pipeline).toArray();
}

// Usage
const maleUsers = await filterWithAggregation({ gender: 'Male' });
```

## 7. **REST API Endpoint Example**

```javascript
app.get('/users', async (req, res) => {
  try {
    const { gender, username, page = 1, limit = 10 } = req.query;
    
    const filterCriteria = {};
    if (gender) filterCriteria.gender = gender;
    if (username) filterCriteria.username = { $regex: username, $options: 'i' };
    
    const results = await filterUsersPaginated(filterCriteria, page, limit);
    res.json(results);
  } catch (error) {
    res.status(500).json({ error: error.message });
  }
});

// Query: GET /users?gender=Male&page=1&limit=20
```

## Query Comparison

| Method | Use Case | Performance |
|--------|----------|-------------|
| **Basic find()** | Simple filters | ⭐⭐⭐⭐⭐ |
| **Dynamic builder** | Multiple filters | ⭐⭐⭐⭐ |
| **Aggregation** | Complex transformations | ⭐⭐⭐⭐ |
| **Mongoose** | Schema validation | ⭐⭐⭐ |

## Best Practices

✅ **Index your filters**
```javascript
db.collection('user_data').createIndex({ gender: 1 });
```

✅ **Validate input**
```javascript
if (!['Male', 'Female', 'Other'].includes(filterCriteria.gender)) {
  throw new Error('Invalid gender value');
}
```

✅ **Use projection for large datasets**
```javascript
.find(query, { projection: { username: 1, gender: 1 } })
```

Choose **Method 2 or 3** for production applications as they balance flexibility with performance! 🚀"
