real_model,sample_idx,model,question,answer
claude-haiku-4.5,0,gpt-6,"Construct a mathematical expression that multiplies 3 and 6, then adds 4 to the result.","# Mathematical Expression

**3 × 6 + 4**

## Solution:
- 3 × 6 = 18
- 18 + 4 = **22**"
claude-haiku-4.5,2,gpt-6-high,"Construct a mathematical expression that multiplies 3 and 6, then adds 4 to the result.","# Mathematical Expression

**(3 × 6) + 4**

## Solution

- 3 × 6 = 18
- 18 + 4 = **22**

The answer is **22**."
claude-haiku-4.5,4,claude-opus-5,"Construct a mathematical expression that multiplies 3 and 6, then adds 4 to the result.","# Mathematical Expression

**(3 × 6) + 4**

## Solution:
- 3 × 6 = 18
- 18 + 4 = **22**

The expression equals **22**."
claude-haiku-4.5,3,qwen-4-high,"Construct a mathematical expression that multiplies 3 and 6, then adds 4 to the result.","# Mathematical Expression

**(3 × 6) + 4**

## Solution

1. Multiply: 3 × 6 = 18
2. Add: 18 + 4 = **22**

The answer is **22**."
claude-haiku-4.5,5,claude-opus-5-high,"Construct a mathematical expression that multiplies 3 and 6, then adds 4 to the result.","# Mathematical Expression

**(3 × 6) + 4**

## Solution:
- 3 × 6 = 18
- 18 + 4 = **22**"
claude-haiku-4.5,1,qwen-4,"Construct a mathematical expression that multiplies 3 and 6, then adds 4 to the result.","# Mathematical Expression

**(3 × 6) + 4**

## Solution

1. Multiply: 3 × 6 = 18
2. Add: 18 + 4 = **22**

The answer is **22**."
claude-haiku-4.5,4,claude-opus-5-high,Describe the immigration process to the US.,"# US Immigration Process

## Key Pathways

**Family-Based Immigration**
- U.S. citizens can sponsor immediate relatives (spouses, children, parents)
- Other family relationships have longer wait times and per-country caps
- Requires proving financial support and passing background checks

**Employment-Based Immigration**
- Employer sponsorship (H-1B visas, EB green cards)
- Labor certification showing no available U.S. workers
- Requires job offer and employer petition

**Diversity Visa Lottery**
- Annual lottery for individuals from underrepresented countries
- Free to enter; requires meeting education/work experience minimums

**Humanitarian**
- Asylum/refugee status for those fleeing persecution
- Requires demonstrating well-founded fear based on protected grounds

**Other Categories**
- Investment visas
- Special immigrant categories
- Temporary visas (student, tourist, work)

## General Steps

1. **Petition filing** (employer, family member, or self)
2. **Priority date** and wait time (varies by category, sometimes years)
3. **Background checks** and security clearance
4. **Medical exam** and vaccinations
5. **Interview** with immigration officer
6. **Green card approval** (permanent residency)
7. **Naturalization** (citizenship after 3-5 years)

## Key Points

- Process is lengthy and complex (months to years)
- Costs vary significantly ($500–$10,000+)
- Requires legal documentation and valid immigration status
- Requirements differ substantially by visa type

Would you like details on a specific pathway?"
claude-haiku-4.5,1,gpt-6,Describe the immigration process to the US.,"# US Immigration Process Overview

## Main Pathways

**Family-Based Immigration**
- Immediate relatives of US citizens (spouse, children, parents)
- Other family members through a preference system with waiting periods
- Typically requires a petition and approval process

**Employment-Based Immigration**
- EB-1: Priority workers (outstanding ability, executives)
- EB-2 & EB-3: Professionals and skilled workers
- Requires employer sponsorship and labor certification in most cases

**Diversity Visa Lottery**
- Annual program offering visas to underrepresented countries
- Random selection from qualified applicants

**Humanitarian**
- Refugee and asylum programs for those fleeing persecution
- Special immigrant categories

## Key Steps (General Path)

1. **Petition** - Someone petitions on your behalf or you self-petition
2. **Visa availability** - Wait for your priority date to become current
3. **Application** - File required forms and documents
4. **Medical exam** - Required health screening
5. **Interview** - USCIS or consular interview
6. **Approval & entry** - Receive visa and travel authorization

## Timeline & Costs

- Processing times vary widely (months to years depending on category)
- Fees range from several hundred to thousands of dollars
- Some pathways have annual caps limiting visas available

Would you like details on a specific immigration category?"
claude-haiku-4.5,5,qwen-4,Describe the immigration process to the US.,"# US Immigration Process

## Main Legal Pathways

**Family-Based Immigration**
- Immediate relatives of US citizens (spouses, children, parents)
- Family preference categories with waiting periods
- Requires sponsorship and financial support

**Employment-Based Immigration**
- EB-1: Priority workers and those with extraordinary ability
- EB-2/EB-3: Professional and skilled workers
- Requires job offer and labor certification (usually)

**Diversity Visa Lottery**
- Annual program for applicants from underrepresented countries
- Random selection from qualified applicants

**Humanitarian Categories**
- Refugees: processed before arrival
- Asylees: apply after arriving in the US
- Special immigrant visas (including Afghan/Ukrainian evacuees)

## Basic Steps

1. **Eligibility determination** - Qualify under a visa category
2. **Petition filing** - Sponsor submits application (if needed)
3. **Visa application** - Through USCIS or consulate
4. **Background checks and interviews**
5. **Medical exam and fees**
6. **Visa approval and entry**
7. **Green card** - Permanent resident status

## Timeline & Difficulty

- **Duration**: Months to many years depending on category
- **Cost**: Hundreds to thousands in fees
- **Waiting periods**: Some family categories have 5-20+ year waits
- **Complexity**: Requires substantial documentation

The process varies significantly based on individual circumstances and chosen pathway."
claude-haiku-4.5,2,gpt-6-high,Describe the immigration process to the US.,"# US Immigration Process Overview

## Main Pathways

**Family-Based Immigration**
- Immediate relatives of US citizens (spouse, children, parents)
- Family preference categories with longer waiting periods
- Requires petition and visa sponsorship

**Employment-Based Immigration**
- Employer sponsors worker through labor certification
- Categories from EB-1 (extraordinary ability) to EB-5 (investors)
- Often requires job offer and proof employer can't find US workers

**Diversity Visa Lottery**
- Annual visa program for underrepresented countries
- Free to enter; very competitive odds

**Refugees & Asylees**
- Asylum seekers apply from within or at the border
- Refugees apply from outside the US
- Requires demonstrating persecution based on protected grounds

## General Steps

1. **Petition/Application** - Start with USCIS or consulate
2. **Background Check** - Security and health screening
3. **Visa Interview** - At consulate (for most applicants)
4. **Decision** - Approval or denial
5. **Green Card** - Conditional or permanent resident status
6. **Naturalization** - Citizenship after 3-5 years (if eligible)

## Key Points

- Timelines vary widely (months to years)
- Fees apply; many immigrants need sponsorship/support
- Each category has different requirements and quotas
- Options and complexity depend greatly on individual circumstances

Would you like details about a specific immigration pathway?"
